Bioactivity_ID,Activity_Value,BioAssay_AID,Substance_SID,Compound_CID,refsid,Gene_ID,PMID,Aid_Type,Last_Modified_Date,Has_Dose_Response_Curve,RNAi_BioAssay,Activity,Protein_Accession,Activity_Type,Activity_Qualifier,Bioassay_Data_Source,BioAssay_Name,Compound_Name,Target_Name,Target_Link,ECs,Representative_Protein_Accession,Taxonomy_ID,Cell_ID,Target_Taxonomy_ID,Anatomy_ID,Anatomy,dois,pmcids,pclids,citations
155791097,1.2e-05,465035,103739456,16222207,"",11251,20137942,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Antagonist activity at human CRTH2 receptor expressed in HEK385-7 cells assessed as inhibition of PGD2-mediated beta-arrestin translocation preincubated 5 mins prior to PGD2 challenge measured after 5 mins by BRET assay,2-(2-(Bis(4-fluorophenyl)methyl)-4-(3-fluorophenyl)pyrimidin-5-yl)acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2010.01.092,"",9949131,"Grimstrup M, Receveur J, Rist Ø, Frimurer TM, Nielsen PA, Mathiesen JM, Högberg T. Exploration of SAR features by modifications of thiazoleacetic acids as CRTH2 antagonists. Bioorganic & Medicinal Chemistry Letters. 2010 Mar;20(5):1638–41. doi: 10.1016/j.bmcl.2010.01.092."
326041745,2e-05,705370,163314904,46189872,"",11251,22224640,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Inhibition of CRTH2,2-[4-(3-Bromo-5-methylsulfonylpyridin-2-yl)oxy-6-fluoro-3-methylnaphthalen-2-yl]acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1021/jm2013997,"",22174943,"Pettipher R, Whittaker M. Update on the development of antagonists of chemoattractant receptor-homologous molecule expressed on Th2 cells (CRTH2). From lead optimization to clinical proof-of-concept in asthma and allergic rhinitis. J Med Chem. 2012 Apr 12;55(7):2915–31. doi: 10.1021/jm2013997. PMID: 22224640."
254766535,5e-05,645364,103705008,10483360,"",11251,22264478,Confirmatory,20220830,0,0,Active,Q9Y5Y4,Kb,=,ChEMBL,Antagonist activity at CRTH2 receptor in human eosinophol assessed as inhibition of PGD2-induced eosinophol shape change preincubated for 10 mins prior PGD2 stimulation measured after 10 mins by FACS flow cytometry,Amg-009,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.12.107,"",420765,"Liu J(, Wang Y, Johnson MG, Li A, Shen W, Wang X, Su Y, Brown M, Van Lengerich B, Rickel E, Martin T, Budelsky A, Seitz L, Danao J, Tang HL, Collins T, Medina JC. Optimization of phenylacetic acid derivatives for balanced CRTH2 and DP dual antagonists. Bioorganic & Medicinal Chemistry Letters. 2012 Feb;22(4):1686–9. doi: 10.1016/j.bmcl.2011.12.107."
155791107,7.2e-05,465035,103739250,16660290,"",11251,20137942,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Antagonist activity at human CRTH2 receptor expressed in HEK385-7 cells assessed as inhibition of PGD2-mediated beta-arrestin translocation preincubated 5 mins prior to PGD2 challenge measured after 5 mins by BRET assay,2-(4-(4-Chlorophenyl)-2-(diphenylamino)thiazol-5-yl)acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2010.01.092,"",9949131,"Grimstrup M, Receveur J, Rist Ø, Frimurer TM, Nielsen PA, Mathiesen JM, Högberg T. Exploration of SAR features by modifications of thiazoleacetic acids as CRTH2 antagonists. Bioorganic & Medicinal Chemistry Letters. 2010 Mar;20(5):1638–41. doi: 10.1016/j.bmcl.2010.01.092."
155790774,7.9e-05,465035,103739310,16660289,"",11251,20137942,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Antagonist activity at human CRTH2 receptor expressed in HEK385-7 cells assessed as inhibition of PGD2-mediated beta-arrestin translocation preincubated 5 mins prior to PGD2 challenge measured after 5 mins by BRET assay,2-(2-(Diphenylamino)-4-(3-fluorophenyl)thiazol-5-yl)acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2010.01.092,"",9949131,"Grimstrup M, Receveur J, Rist Ø, Frimurer TM, Nielsen PA, Mathiesen JM, Högberg T. Exploration of SAR features by modifications of thiazoleacetic acids as CRTH2 antagonists. Bioorganic & Medicinal Chemistry Letters. 2010 Mar;20(5):1638–41. doi: 10.1016/j.bmcl.2010.01.092."
254766533,8.4e-05,645364,136938141,57335749,"",11251,22264478,Confirmatory,20220830,0,0,Active,Q9Y5Y4,Kb,=,ChEMBL,Antagonist activity at CRTH2 receptor in human eosinophol assessed as inhibition of PGD2-induced eosinophol shape change preincubated for 10 mins prior PGD2 stimulation measured after 10 mins by FACS flow cytometry,"2-[4-[2-[(2,4-dichlorophenyl)sulfonylamino]-4-(5-propyl-1H-pyrazol-3-yl)phenoxy]-3-methoxyphenyl]acetic acid",PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.12.107,"",420765,"Liu J(, Wang Y, Johnson MG, Li A, Shen W, Wang X, Su Y, Brown M, Van Lengerich B, Rickel E, Martin T, Budelsky A, Seitz L, Danao J, Tang HL, Collins T, Medina JC. Optimization of phenylacetic acid derivatives for balanced CRTH2 and DP dual antagonists. Bioorganic & Medicinal Chemistry Letters. 2012 Feb;22(4):1686–9. doi: 10.1016/j.bmcl.2011.12.107."
155791108,8.5e-05,465035,103739387,46880900,"",11251,20137942,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Antagonist activity at human CRTH2 receptor expressed in HEK385-7 cells assessed as inhibition of PGD2-mediated beta-arrestin translocation preincubated 5 mins prior to PGD2 challenge measured after 5 mins by BRET assay,"2-(2-(1,1-Diphenylethyl)-4-(4-fluorophenyl)thiazol-5-yl)acetic acid",PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2010.01.092,"",9949131,"Grimstrup M, Receveur J, Rist Ø, Frimurer TM, Nielsen PA, Mathiesen JM, Högberg T. Exploration of SAR features by modifications of thiazoleacetic acids as CRTH2 antagonists. Bioorganic & Medicinal Chemistry Letters. 2010 Mar;20(5):1638–41. doi: 10.1016/j.bmcl.2010.01.092."
254440713,9e-05,638306,103705008,10483360,"",11251,22119474,Confirmatory,20220830,0,0,Active,Q9Y5Y4,Kb,=,ChEMBL,Antagonist activity at CRTH2 receptor in human eosinophil assessed as inhibition of PGD2-induced cell shape change preincubated for 10 mins before PGD2 challenge by FACS analysis,Amg-009,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.10.123,"",3830367,"Wang Y, Fu Z, Schmitt M, Wang X, Shen W, Rickel E, Martin T, Budelsky A, Marshall D, Collins T, Tang HL, Medina JC, Liu J(. Optimization of phenylacetic acid derivatives for CRTH2 and DP selective antagonism. Bioorganic & Medicinal Chemistry Letters. 2012 Jan;22(1):367–70. doi: 10.1016/j.bmcl.2011.10.123."
155791106,9.8e-05,465035,103739251,16660132,"",11251,20137942,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Antagonist activity at human CRTH2 receptor expressed in HEK385-7 cells assessed as inhibition of PGD2-mediated beta-arrestin translocation preincubated 5 mins prior to PGD2 challenge measured after 5 mins by BRET assay,2-(2-(Diphenylamino)-4-(4-fluorophenyl)thiazol-5-yl)acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2010.01.092,"",9949131,"Grimstrup M, Receveur J, Rist Ø, Frimurer TM, Nielsen PA, Mathiesen JM, Högberg T. Exploration of SAR features by modifications of thiazoleacetic acids as CRTH2 antagonists. Bioorganic & Medicinal Chemistry Letters. 2010 Mar;20(5):1638–41. doi: 10.1016/j.bmcl.2010.01.092."
224527794,0.0001,598939,131273514,54580766,"",11251,21592791,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Displacement of [3H]-PGD2 from CRTh2 receptor by scintillation proximity assay,2-[2-[2-Chloro-4-[methyl(methylsulfonyl)amino]phenyl]-4-(trifluoromethyl)phenoxy]acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.04.101,"",9320729,"Luker T, Bonnert R, Schmidt J, Sargent C, Paine SW, Thom S, Pairaudeau G, Patel A, Mohammed R, Akam E, Dougall I, Davis AM, Abbott P, Brough S, Millichip I, McInally T. Switching between agonists and antagonists at CRTh2 in a series of highly potent and selective biaryl phenoxyacetic acids. Bioorganic & Medicinal Chemistry Letters. 2011 Jun;21(12):3616–21. doi: 10.1016/j.bmcl.2011.04.101."
254440711,0.00013,638306,136939391,56834987,"",11251,22119474,Confirmatory,20220830,0,0,Active,Q9Y5Y4,Kb,=,ChEMBL,Antagonist activity at CRTH2 receptor in human eosinophil assessed as inhibition of PGD2-induced cell shape change preincubated for 10 mins before PGD2 challenge by FACS analysis,2-[4-methoxy-3-[2-[[(1S)-1-phenylethyl]carbamoyl]-4-(propanoylamino)phenoxy]phenyl]acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.10.123,"",3830367,"Wang Y, Fu Z, Schmitt M, Wang X, Shen W, Rickel E, Martin T, Budelsky A, Marshall D, Collins T, Tang HL, Medina JC, Liu J(. Optimization of phenylacetic acid derivatives for CRTH2 and DP selective antagonism. Bioorganic & Medicinal Chemistry Letters. 2012 Jan;22(1):367–70. doi: 10.1016/j.bmcl.2011.10.123."
254766534,0.00018,645364,136921822,57335620,"",11251,22264478,Confirmatory,20220830,0,0,Active,Q9Y5Y4,Kb,=,ChEMBL,Antagonist activity at CRTH2 receptor in human eosinophol assessed as inhibition of PGD2-induced eosinophol shape change preincubated for 10 mins prior PGD2 stimulation measured after 10 mins by FACS flow cytometry,"2-[4-[2-[(2,4-dichlorophenyl)sulfonylamino]-4-(2-propyl-1H-imidazol-5-yl)phenoxy]-3-methoxyphenyl]acetic acid",PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.12.107,"",420765,"Liu J(, Wang Y, Johnson MG, Li A, Shen W, Wang X, Su Y, Brown M, Van Lengerich B, Rickel E, Martin T, Budelsky A, Seitz L, Danao J, Tang HL, Collins T, Medina JC. Optimization of phenylacetic acid derivatives for balanced CRTH2 and DP dual antagonists. Bioorganic & Medicinal Chemistry Letters. 2012 Feb;22(4):1686–9. doi: 10.1016/j.bmcl.2011.12.107."
155791325,0.0002,465035,103739454,46880939,"",11251,20137942,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Antagonist activity at human CRTH2 receptor expressed in HEK385-7 cells assessed as inhibition of PGD2-mediated beta-arrestin translocation preincubated 5 mins prior to PGD2 challenge measured after 5 mins by BRET assay,2-(2-(Bis(4-fluorophenyl)methyl)-4-(3-fluorophenyl)thiazol-5-yloxy)acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2010.01.092,"",9949131,"Grimstrup M, Receveur J, Rist Ø, Frimurer TM, Nielsen PA, Mathiesen JM, Högberg T. Exploration of SAR features by modifications of thiazoleacetic acids as CRTH2 antagonists. Bioorganic & Medicinal Chemistry Letters. 2010 Mar;20(5):1638–41. doi: 10.1016/j.bmcl.2010.01.092."
224527784,0.0002,598939,131275503,54581776,"",11251,21592791,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Displacement of [3H]-PGD2 from CRTh2 receptor by scintillation proximity assay,2-[2-(2-Chloro-4-methylsulfonylphenyl)-4-(trifluoromethyl)phenoxy]acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.04.101,"",9320729,"Luker T, Bonnert R, Schmidt J, Sargent C, Paine SW, Thom S, Pairaudeau G, Patel A, Mohammed R, Akam E, Dougall I, Davis AM, Abbott P, Brough S, Millichip I, McInally T. Switching between agonists and antagonists at CRTh2 in a series of highly potent and selective biaryl phenoxyacetic acids. Bioorganic & Medicinal Chemistry Letters. 2011 Jun;21(12):3616–21. doi: 10.1016/j.bmcl.2011.04.101."
224527786,0.0002,598939,131283539,54585641,"",11251,21592791,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Displacement of [3H]-PGD2 from CRTh2 receptor by scintillation proximity assay,2-(5''-Cyano-2''-fluoro-5-(trifluoromethyl)biphenyl-2-yloxy)acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.04.101,"",9320729,"Luker T, Bonnert R, Schmidt J, Sargent C, Paine SW, Thom S, Pairaudeau G, Patel A, Mohammed R, Akam E, Dougall I, Davis AM, Abbott P, Brough S, Millichip I, McInally T. Switching between agonists and antagonists at CRTh2 in a series of highly potent and selective biaryl phenoxyacetic acids. Bioorganic & Medicinal Chemistry Letters. 2011 Jun;21(12):3616–21. doi: 10.1016/j.bmcl.2011.04.101."
224529268,0.0002,598939,131285337,54586481,"",11251,21592791,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Displacement of [3H]-PGD2 from CRTh2 receptor by scintillation proximity assay,2-(5''-Cyano-2''-methyl-5-(trifluoromethyl)biphenyl-2-yloxy)acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.04.101,"",9320729,"Luker T, Bonnert R, Schmidt J, Sargent C, Paine SW, Thom S, Pairaudeau G, Patel A, Mohammed R, Akam E, Dougall I, Davis AM, Abbott P, Brough S, Millichip I, McInally T. Switching between agonists and antagonists at CRTh2 in a series of highly potent and selective biaryl phenoxyacetic acids. Bioorganic & Medicinal Chemistry Letters. 2011 Jun;21(12):3616–21. doi: 10.1016/j.bmcl.2011.04.101."
254766161,0.0002,648031,136939844,42641863,516579933,11251,24900313,Confirmatory,20220830,0,0,Active,Q9Y5Y4,Kb,=,ChEMBL,Inhibition of PGD2-induced CRTH2 internalization in human CD16 negative granulocytes by flow cytometry,Vidupiprant,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1021/ml1002234,PMC4018074,8713838,"Liu J, Li AR, Wang Y, Johnson MG, Su Y, Shen W, Wang X, Lively S, Brown M, Lai S, Gonzalez Lopez De Turiso F, Xu Q, Van Lengerich B, Schmitt M, Fu Z, Sun Y, Lawlis S, Seitz L, Danao J, Wait J, Ye Q, Tang HL, Grillo M, Collins TL, Sullivan TJ, Medina JC. Discovery of AMG 853, a CRTH2 and DP Dual Antagonist. ACS Med Chem Lett. 2011 May 12;2(5):326–30. PMID: 24900313; PMCID: PMC4018074."
326041859,0.0002,705352,163339089,59145768,"",11251,22224640,Confirmatory,20220830,0,0,Active,Q9Y5Y4,Ki,=,ChEMBL,Displacement of [3H]PGD2 from CRTH2 expressed in HEK293 cells after 3 hrs by liquid scintillation counting,2-[6-Fluoro-3-(2-fluoro-4-methylsulfonylphenyl)sulfanyl-2-methylindolizin-1-yl]acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,45,"","","",10.1021/jm2013997,"",22174943,"Pettipher R, Whittaker M. Update on the development of antagonists of chemoattractant receptor-homologous molecule expressed on Th2 cells (CRTH2). From lead optimization to clinical proof-of-concept in asthma and allergic rhinitis. J Med Chem. 2012 Apr 12;55(7):2915–31. doi: 10.1021/jm2013997. PMID: 22224640."
101596226,0.00023,330825,103565942,24776298,"",11251,18318469,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Antagonist activity at human CRTH2 receptor assessed as inhibition of DK-PGD2-induced eosinophil chemotaxis,"2-{5-Chloro-1''-[(3-methyl-5-phenyl-1,2-oxazol-4-yl)methyl]-1,2-dihydrospiro[indole-3,3''-pyrrolidine]-2,5''-dione}acetic acid",PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1021/jm701383e,"",4417022,"Crosignani S, Page P, Missotten M, Colovray V, Cleva C, Arrighi JF, Atherall J, Macritchie J, Martin T, Humbert Y, Gaudet M, Pupowicz D, Maio M, Pittet PA, Golzio L, Giachetti C, Rocha C, Bernardinelli G, Filinchuk Y, Scheer A, Schwarz MK, Chollet A. Discovery of a new class of potent, selective, and orally bioavailable CRTH2 (DP2) receptor antagonists for the treatment of allergic inflammatory diseases. J Med Chem. 2008 Apr 10;51(7):2227–43. doi: 10.1021/jm701383e. PMID: 18318469."
363506015,0.00023,1367776,374337884,90094257,"",11251,29110986,Confirmatory,20220830,0,0,Active,Q9Y5Y4,Ki,=,ChEMBL,Antagonist activity at CRTh2 (unknown origin) assessed as inhibition of CD11b activation,"(R)-5-(2-(4-fluorophenyl)-6-((1-(4-fluorophenyl)ethyl)carbamoyl)-1-oxo-1,2-dihydroisoquinolin-3-yl)pentanoic acid",PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2017.07.064,"",14870647,"Huang X, Rao A, Zhou W, Aslanian R, Nargund R, Buevich A, Zhang L, Qiu H, Yang X, Garlisi CG, Correll C, Palani A. The synthesis of 2,3,6-trisubstituted 1-oxo-1,2-dihydroisoquinolines as potent CRTh 2 antagonists. Bioorganic & Medicinal Chemistry Letters. 2017 Dec;27(23):5344–8. doi: 10.1016/j.bmcl.2017.07.064."
155791326,0.00024,465035,103739311,16660288,"",11251,20137942,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Antagonist activity at human CRTH2 receptor expressed in HEK385-7 cells assessed as inhibition of PGD2-mediated beta-arrestin translocation preincubated 5 mins prior to PGD2 challenge measured after 5 mins by BRET assay,2-(2-(Bis(4-fluorophenyl)amino)-4-(4-fluorophenyl)thiazol-5-yl)acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2010.01.092,"",9949131,"Grimstrup M, Receveur J, Rist Ø, Frimurer TM, Nielsen PA, Mathiesen JM, Högberg T. Exploration of SAR features by modifications of thiazoleacetic acids as CRTH2 antagonists. Bioorganic & Medicinal Chemistry Letters. 2010 Mar;20(5):1638–41. doi: 10.1016/j.bmcl.2010.01.092."
155791104,0.00026,465035,103739312,16660291,"",11251,20137942,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Antagonist activity at human CRTH2 receptor expressed in HEK385-7 cells assessed as inhibition of PGD2-mediated beta-arrestin translocation preincubated 5 mins prior to PGD2 challenge measured after 5 mins by BRET assay,2-(2-(Bis(4-methoxyphenyl)amino)-4-(3-fluorophenyl)thiazol-5-yl)acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2010.01.092,"",9949131,"Grimstrup M, Receveur J, Rist Ø, Frimurer TM, Nielsen PA, Mathiesen JM, Högberg T. Exploration of SAR features by modifications of thiazoleacetic acids as CRTH2 antagonists. Bioorganic & Medicinal Chemistry Letters. 2010 Mar;20(5):1638–41. doi: 10.1016/j.bmcl.2010.01.092."
254440712,0.00026,638306,103705045,9985715,"",11251,22119474,Confirmatory,20220830,0,0,Active,Q9Y5Y4,Kb,=,ChEMBL,Antagonist activity at CRTH2 receptor in human eosinophil assessed as inhibition of PGD2-induced cell shape change preincubated for 10 mins before PGD2 challenge by FACS analysis,"2-(4-(2-(2,4-Dichlorophenylsulfonamido)-4-(ethylcarbamoyl)phenoxy)-3,5-dimethoxyphenyl)acetic acid",PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.10.123,"",3830367,"Wang Y, Fu Z, Schmitt M, Wang X, Shen W, Rickel E, Martin T, Budelsky A, Marshall D, Collins T, Tang HL, Medina JC, Liu J(. Optimization of phenylacetic acid derivatives for CRTH2 and DP selective antagonism. Bioorganic & Medicinal Chemistry Letters. 2012 Jan;22(1):367–70. doi: 10.1016/j.bmcl.2011.10.123."
204410971,0.0003,586985,124968253,51357125,"",11251,21355602,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Displacement of [3H]PGD2 from human CRTh2 receptor expressed in HEK293 cells after 2 hrs by scintillation proximity assay,(S)-2-(2-((4-(2-(4-fluorophenyl)acetyl)-3-methylpiperazin-1-yl)methyl)-4-(trifluoromethyl)phenoxy)acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,45,"","","",10.1021/jm1014549,"",32946444,"Luker T, Bonnert R, Paine SW, Schmidt J, Sargent C, Cook AR, Cook A, Gardiner P, Hill S, Weyman-Jones C, Patel A, Thom S, Thorne P. Zwitterionic CRTh2 antagonists. J Med Chem. 2011 Mar 24;54(6):1779–88. doi: 10.1021/jm1014549. PMID: 21355602."
224527785,0.0003,598939,131279545,54583733,"",11251,21592791,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Displacement of [3H]-PGD2 from CRTh2 receptor by scintillation proximity assay,2-(2''-Chloro-4''-(ethylsulfonyl)-5-(trifluoromethyl)biphenyl-2-yloxy)acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.04.101,"",9320729,"Luker T, Bonnert R, Schmidt J, Sargent C, Paine SW, Thom S, Pairaudeau G, Patel A, Mohammed R, Akam E, Dougall I, Davis AM, Abbott P, Brough S, Millichip I, McInally T. Switching between agonists and antagonists at CRTh2 in a series of highly potent and selective biaryl phenoxyacetic acids. Bioorganic & Medicinal Chemistry Letters. 2011 Jun;21(12):3616–21. doi: 10.1016/j.bmcl.2011.04.101."
224527565,0.0004,598939,131287614,54587655,"",11251,21592791,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,<,ChEMBL,Displacement of [3H]-PGD2 from CRTh2 receptor by scintillation proximity assay,2-[2-(3-Cyanophenyl)-4-(trifluoromethyl)phenoxy]acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.04.101,"",9320729,"Luker T, Bonnert R, Schmidt J, Sargent C, Paine SW, Thom S, Pairaudeau G, Patel A, Mohammed R, Akam E, Dougall I, Davis AM, Abbott P, Brough S, Millichip I, McInally T. Switching between agonists and antagonists at CRTh2 in a series of highly potent and selective biaryl phenoxyacetic acids. Bioorganic & Medicinal Chemistry Letters. 2011 Jun;21(12):3616–21. doi: 10.1016/j.bmcl.2011.04.101."
224527792,0.0004,598939,131273515,54580767,"",11251,21592791,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Displacement of [3H]-PGD2 from CRTh2 receptor by scintillation proximity assay,2-[2-[2-Methyl-4-[methyl(methylsulfonyl)amino]phenyl]-4-(trifluoromethyl)phenoxy]acetic acid,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2011.04.101,"",9320729,"Luker T, Bonnert R, Schmidt J, Sargent C, Paine SW, Thom S, Pairaudeau G, Patel A, Mohammed R, Akam E, Dougall I, Davis AM, Abbott P, Brough S, Millichip I, McInally T. Switching between agonists and antagonists at CRTh2 in a series of highly potent and selective biaryl phenoxyacetic acids. Bioorganic & Medicinal Chemistry Letters. 2011 Jun;21(12):3616–21. doi: 10.1016/j.bmcl.2011.04.101."
363506014,0.0004,1367776,374292142,90095087,"",11251,29110986,Confirmatory,20220830,0,0,Active,Q9Y5Y4,Ki,=,ChEMBL,Antagonist activity at CRTh2 (unknown origin) assessed as inhibition of CD11b activation,"5-[2-(4-fluorophenyl)-1-oxo-6-[[(1R)-1,2,3,4-tetrahydronaphthalen-1-yl]carbamoyl]isoquinolin-3-yl]pentanoic acid",PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1016/j.bmcl.2017.07.064,"",14870647,"Huang X, Rao A, Zhou W, Aslanian R, Nargund R, Buevich A, Zhang L, Qiu H, Yang X, Garlisi CG, Correll C, Palani A. The synthesis of 2,3,6-trisubstituted 1-oxo-1,2-dihydroisoquinolines as potent CRTh 2 antagonists. Bioorganic & Medicinal Chemistry Letters. 2017 Dec;27(23):5344–8. doi: 10.1016/j.bmcl.2017.07.064."
363808356,0.0004,1433031,194161619,23582412,505594906,11251,28523115,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Antagonist activity at DP2 receptor in human whole assessed as inhibition of DK-PGD2-induced eosinophils shape change preincubated for 5 mins followed by DK-PGD2 addition measured after 5 mins by flow cytometry,Fevipiprant,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1021/acsmedchemlett.7b00157,PMC5430394,6027156,"Sandham DA, Barker L, Brown L, Brown Z, Budd D, Charlton SJ, Chatterjee D, Cox B, Dubois G, Duggan N, Hall E, Hatto J, Maas J, Manini J, Profit R, Riddy D, Ritchie C, Sohal B, Shaw D, Stringer R, Sykes DA, Thomas M, Turner KL, Watson SJ, West R, Willard E, Williams G, Willis J. Discovery of Fevipiprant (NVP-QAW039), a Potent and Selective DP<sub>2</sub> Receptor Antagonist for Treatment of Asthma. ACS Med. Chem. Lett. 2017 Apr 27;8(5):582–6. doi: 10.1021/acsmedchemlett.7b00157."
363809969,0.0004,1433030,194161619,23582412,505594906,11251,28523115,Confirmatory,20220830,0,0,Active,Q9Y5Y4,IC50,=,ChEMBL,Antagonist activity at DP2 receptor in human isolated eosinophils assessed as inhibition of DK-PGD2-induced shape change preincubated for 5 mins followed by DK-PGD2 addition measured after 5 mins by flow cytometry,Fevipiprant,PTGDR2 - prostaglandin D2 receptor 2 (human),/gene/11251,"",Q9Y5Y4,9606,"","","","",10.1021/acsmedchemlett.7b00157,PMC5430394,6027156,"Sandham DA, Barker L, Brown L, Brown Z, Budd D, Charlton SJ, Chatterjee D, Cox B, Dubois G, Duggan N, Hall E, Hatto J, Maas J, Manini J, Profit R, Riddy D, Ritchie C, Sohal B, Shaw D, Stringer R, Sykes DA, Thomas M, Turner KL, Watson SJ, West R, Willard E, Williams G, Willis J. Discovery of Fevipiprant (NVP-QAW039), a Potent and Selective DP<sub>2</sub> Receptor Antagonist for Treatment of Asthma. ACS Med. Chem. Lett. 2017 Apr 27;8(5):582–6. doi: 10.1021/acsmedchemlett.7b00157."
