SMILES,IC50(nM),ID
CCCc1nc2c(s1)C(c1cc(Cl)ccc1OCC(=O)O)N(C(=O)OCc1ccccc1)CC2,86.4,CHEMBL3925313
CCCc1nc2ccccc2n1Cc1ccccc1-n1cc(CC(=O)O)c2ccc(C)nc21,51.0,CHEMBL3338267
CCN(C(C)=O)C1CC(C)N(C(=O)c2ccccc2)c2ccccc21,250.0,CHEMBL1079487
CCN(C(C)=O)[C@H]1c2ccccc2N(C(=O)c2ccccc2)[C@H]2CCC[C@@H]12,3385.0,CHEMBL4208859
CCN(C(C)=O)c1cccc2c1c(Sc1ccc(Cl)cc1)c(C)n2CC(=O)O,224.0,CHEMBL1917434
CCN(CC)C(=O)c1ccc(OC)c(CSc2nc3cc(F)ccc3n2CC(=O)O)c1,101.0,CHEMBL2048201
CCN(CC)C(=O)c1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(C)cc2)c1,1100.0,CHEMBL569761
CCN(CC)S(=O)(=O)c1ccc(-c2c(C)c(CC(=O)O)cc3ccc(Cl)cc23)cc1,0.5,CHEMBL3667639
CCN(CC)S(=O)(=O)c1ccc(-c2c(C)c(CC(=O)O)cc3ccc(F)cc23)cc1,1.8,CHEMBL3667650
CCN(CC)S(=O)(=O)c1ccc(-c2cc(C(F)(F)F)ccc2OCC(=O)O)cc1,1.3,CHEMBL1778623
CCN(Cc1cc(-c2ccc(F)cn2)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)C1CC1,23.0,CHEMBL1668897
CCN(Cc1cc(-c2ccc(OC)cn2)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)C1CC1,3.0,CHEMBL1917810
CCN(Cc1cc(-c2cnc3ccccc3c2)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)C1CC1,12.0,CHEMBL1668896
CCN(Cc1cc(-c2cnn(C)c2)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)C1CC1,27.0,CHEMBL1668895
CCN(Cc1cc(-c2ncc(OC)cn2)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)C1CC1,27.0,CHEMBL1668899
CCN(Cc1cc(C(=O)NCCc2ccccc2)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1,8.0,CHEMBL3338154
CCN(Cc1cc(C(=O)O)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1,131.0,CHEMBL1668894
CCN(Cc1cc(C(C)(C)O)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1,18.0,CHEMBL1668893
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)c2ccc(C)nn12)C(=O)C1CC1,5.75,CHEMBL3343118
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)c2cccn2c1)C(=O)C1CC1,262.0,CHEMBL3338143
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)c2ccncn12)C(=O)C1CC1,25.5,CHEMBL3338151
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)c2ccnn2c1)C(=O)C1CC1,123.0,CHEMBL3338142
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)cc2cn(C)nc12)C(=O)C1CC1,45.5,CHEMBL3338138
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)cc2cnn(C)c12)C(=O)C1CC1,53.0,CHEMBL3338137
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)C1CC1,13.5,CHEMBL2181754
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)NCc1ccccc1,3.8000000000000003,CHEMBL2181753
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OC,9.0,CHEMBL1916704
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1cc(Cl)cc(Cl)c1,14.0,CHEMBL1916709
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1cc(F)cc(F)c1,5.0,CHEMBL1916711
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccc(Cl)cc1,6.0,CHEMBL1916708
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccc(F)cc1,4.0,CHEMBL1916710
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1cccc(Cl)c1,7.0,CHEMBL1916707
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1,5.0,CHEMBL1916700
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1Cl,7.0,CHEMBL1916706
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)cn2ccnc12)C(=O)C1CC1,159.0,CHEMBL3338140
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)cn2cnnc12)C(=O)C1CC1,398.0,CHEMBL3338139
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)cn2nccc12)C(=O)C1CC1,247.0,CHEMBL3338141
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)n2ccc(C)nc12)C(=O)C1CC1,15.5,CHEMBL3343117
CCN(Cc1cc(C(F)(F)F)ccc1-c1cc(CC(=O)O)n2cccnc12)C(=O)C1CC1,7.2,CHEMBL3338150
CCN(Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(C(F)(F)F)nc12)C(=O)C1CC1,48.5,CHEMBL3343114
CCN(Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccc(C)nc12)C(=O)C1CC1,13.5,CHEMBL3343113
CCN(Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccccc12)C(=O)C1CC1,41.0,CHEMBL3338145
CCN(Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2cccnc12)C(=O)C1CC1,15.0,CHEMBL3338146
CCN(Cc1cc(C(F)(F)F)ccc1-c1cn(CC(=O)O)c2ccncc12)C(=O)C1CC1,25.5,CHEMBL3338147
CCN(Cc1cc(C(F)(F)F)ccc1-c1nc(CC(=O)O)c2ccccn12)C(=O)C1CC1,88.0,CHEMBL3338152
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2cc(F)ccc12)C(=O)C1CC1,127.0,CHEMBL3343003
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2ccc(C)cc12)C(=O)C1CC1,11.0,CHEMBL3342999
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2ccc(Cl)c(F)c12)C(=O)C1CC1,16.5,CHEMBL3343001
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2ccc(Cl)cc12)C(=O)C1CC1,19.5,CHEMBL3342998
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2ccc(F)c(Cl)c12)C(=O)C1CC1,40.5,CHEMBL3343002
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2ccc(F)cc12)C(=O)C1CC1,24.5,CHEMBL3343000
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2cccc(C#N)c12)C(=O)C1CC1,68.0,CHEMBL3342997
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2cccc(C)c12)C(=O)C1CC1,62.5,CHEMBL3342996
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2cccc(Cl)c12)C(=O)C1CC1,83.15,CHEMBL3342993
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2cccc(F)c12)C(=O)C1CC1,13.65,CHEMBL3342994
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2cccc(OC)c12)C(=O)C1CC1,25.0,CHEMBL3342995
CCN(Cc1cc(C(F)(F)F)ccc1-c1nn(CC(=O)O)c2ccccc12)C(=O)C1CC1,33.0,CHEMBL3338144
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C(F)(F)F)nc21)C(=O)C1CC1,54.0,CHEMBL3343008
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C(F)F)nc21)C(=O)C1CC1,9.5,CHEMBL3343007
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)cc21)C(=O)C1CC1,119.0,CHEMBL3343115
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1,8.9,CHEMBL3343004
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CCC1,9.25,CHEMBL3343119
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)CC1CC1,18.0,CHEMBL3343120
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)CN(C)C,163.0,CHEMBL3343125
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)COC,7.0,CHEMBL3343121
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)Cc1ccccc1,15.5,CHEMBL3343122
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)NCc1ccccc1,4.85,CHEMBL3343124
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)c1ccccn1,97.0,CHEMBL3343123
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(C)=O,10.0,CHEMBL3338271
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C3CC3)nc21)C(=O)C1CC1,49.0,CHEMBL3343006
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(OC)nc21)C(=O)C1CC1,135.0,CHEMBL3343104
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccccc21)C(=O)C1CC1,60.5,CHEMBL3338148
CCN(Cc1cc(C(F)(F)F)ccc1-n1cc(CC(=O)O)c2cccnc21)C(=O)C1CC1,14.5,CHEMBL3338149
CCN(Cc1cc(C)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1,9.45,CHEMBL3343108
CCN(Cc1cc(Cl)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1,11.6,CHEMBL3343107
CCN(Cc1cc(F)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1,5.0,CHEMBL1668891
CCN(Cc1cc(F)ccc1-c1cn(CC(=O)O)c2ccc(C(F)(F)F)cc12)C(=O)C1CC1,15.5,CHEMBL3343112
CCN(Cc1cc(F)ccc1-c1cn(CC(=O)O)c2ccccc12)C(=O)C1CC1,11.0,CHEMBL3343111
CCN(Cc1cc(F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1,5.550000000000001,CHEMBL3343106
CCN(Cc1cc(F)ccc1-n1cc(CC(=O)O)c2cccnc21)C(=O)C1CC1,14.0,CHEMBL3343105
CCN(Cc1cc(NC(C)=O)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1,33.5,CHEMBL1668889
CCN(Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1,46.5,CHEMBL1668890
CCN(Cc1cc(OC(F)(F)F)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1,6.25,CHEMBL3343109
CCN(Cc1cc(S(C)(=O)=O)ccc1-c1cc(CC(=O)O)ccc1OC)C(=O)OCc1ccccc1,6.0,CHEMBL1668892
CCN(Cc1cc(S(C)(=O)=O)ccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1,40.0,CHEMBL3343110
CCN(Cc1ccccc1)C(=O)c1ccc(OC)c(CSc2nc3cc(F)ccc3n2CC(=O)O)c1,610.0,CHEMBL2048202
CCN(Cc1ccccc1-n1cc(CC(=O)O)c2ccc(C(F)(F)F)cc21)C(=O)C1CC1,9.35,CHEMBL3343116
CCN(Cc1ccccc1-n1cc(CC(=O)O)c2ccc(C)nc21)C(=O)C1CC1,5.0,CHEMBL3338153
CCN(Cc1ccccc1Cc1c2c(n(CC(=O)O)c1C)CCNC2=O)C(=O)C1CC1,240.0,CHEMBL3338120
CCN([C@@H]1CCc2c(CC(=O)O)c3ccccc3n2C1)S(=O)(=O)c1ccc(F)cc1,8.1,CHEMBL1643786
CCN(c1ccccc1)C1CC(C)N(C(=O)c2ccccc2)c2ccccc21,3170.0,CHEMBL1079831
CCN(c1nc(C(=O)O)cs1)[C@H]1c2ccccc2N(C(=O)OCc2ccccc2)[C@H]2CCC[C@@H]12,2920.0,CHEMBL4207377
CCN(c1nc2cc(F)ccc2o1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,1.0,CHEMBL3674035
CCN(c1ncc(Cl)cn1)[C@H]1CCc2c(c3cc(F)ccc3n2CC(=O)O)C1,1.7,CHEMBL3680661
CCN(c1ncc(F)cn1)C1CCc2c(CC(=O)O)c3ccc(Cl)cc3n2C1,1.0,CHEMBL3674030
CCNC(=O)Nc1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,16.0,CHEMBL569539
CCNC(=O)c1ccc(OC)c(CSc2nc3cc(F)ccc3n2CC(=O)O)c1,15.5,CHEMBL2048198
CCNC(=O)c1ccc(Oc2c(OC)cc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,2.0,CHEMBL570653
CCNC(=O)c1ccc(Oc2cc(Cl)cc(CC(=O)O)c2)c(NS(=O)(=O)c2cc(C)c(Cl)cc2Cl)c1,7.35,CHEMBL570204
CCNC(=O)c1ccc(Oc2cc(Cl)cc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(C(F)(F)F)cc2Cl)c1,28.0,CHEMBL570460
CCNC(=O)c1ccc(Oc2cc(Cl)cc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(C)c(Cl)c2)c1,4.0,CHEMBL569726
CCNC(=O)c1ccc(Oc2cc(Cl)cc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(C)cc2)c1,5.0,CHEMBL570001
CCNC(=O)c1ccc(Oc2cc(Cl)cc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(Cl)cc2)c1,3.0,CHEMBL570673
CCNC(=O)c1ccc(Oc2cc(Cl)cc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,12.0,CHEMBL569756
CCNC(=O)c1ccc(Oc2cc(Cl)cc(CC(=O)O)c2)c(NS(=O)(=O)c2ccccc2)c1,3.0,CHEMBL569530
CCNC(=O)c1ccc(Oc2cc(Cl)cc(CC(=O)O)c2)c(NS(=O)(=O)c2ccccc2Cl)c1,4.0,CHEMBL585197
CCNC(=O)c1ccc(Oc2ccc(C(C)C(=O)O)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,107.0,CHEMBL570005
CCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,4.0,CHEMBL583453
CCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2F)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,2.0,CHEMBL570670
CCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NC(=O)NCc2ccc(Cl)cc2)c1,200.0,CHEMBL1933769
CCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,3.0,CHEMBL568819
CCNC(=O)c1ccc(Oc2ccc(CC(=O)O)cc2OCC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,2.0,CHEMBL569719
CCNC(=O)c1ccc(Oc2ccc(CCC(=O)O)cc2OC)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,740.0,CHEMBL569762
CCNC(=O)c1ccc(Oc2ccc(Cc3nnn[nH]3)cc2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,2370.0,CHEMBL570669
CCNC(=O)c1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(C)cc2)c1,7.0,CHEMBL584945
CCNC(=O)c1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccc(Cl)cc2Cl)c1,16.0,CHEMBL583671
CCNC(=O)c1ccc(Oc2cccc(CC(=O)O)c2)c(NS(=O)(=O)c2ccccc2)c1,13.0,CHEMBL568785
CCNS(=O)(=O)c1ccc(C)c(C#Cc2cc(Cl)ccc2OCC(=O)O)c1,40.0,CHEMBL1917602
CCOC(=O)CCCCCSc1nc2ccccc2n1CC(=O)O,1010.0,CHEMBL2048156
CCOC(=O)CCCCSc1nc2ccccc2n1CC(=O)O,2360.0,CHEMBL2048155
CCOC(=O)CCCSc1nc2ccccc2n1CC(=O)O,4410.0,CHEMBL2048154
CCOC(=O)CCSc1nc2ccccc2n1CC(=O)O,11400.0,CHEMBL2048153
CCOC(=O)COc1ccc(Br)cc1C(=O)c1cnn(-c2ccccc2)c1,1582.5,CHEMBL216366
CCOC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OC)c2C1,187.0,CHEMBL3944759
CCOCC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OC)c2C1,774.0,CHEMBL3905454
CCOc1cc(C(C)C(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,11.3,CHEMBL3968368
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1ccccn1)CC2,2.3,CHEMBL3949954
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1cnn(C)c1)CC2,12.7,CHEMBL3929732
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)C(C)Cc1ccccn1)CC2,8.1,CHEMBL3960999
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccn1)CC2,1.3,CHEMBL3915050
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)C1CCc3cccc(OC)c3C1)CC2,1.8,CHEMBL3891575
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccc(F)cc1)CC2,0.3,CHEMBL3898097
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(C)(C)c1ccccc1)CC2,0.6,CHEMBL3972738
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1cccc(C)n1)CC2,11.7,CHEMBL3909712
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(C)c1ccccn1)CC2,0.9,CHEMBL3919764
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(CC)c1ccccn1)CC2,7.8,CHEMBL3925934
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC(c1ccccn1)C1CC1)CC2,36.3,CHEMBL3937651
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1(C)CCCc3ccccc31)CC2,2.0,CHEMBL3966461
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1(c3ccccc3)CC1)CC2,1.0,CHEMBL3909630
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1CC(C)(C)Oc3ccccc31)CC2,1.8,CHEMBL3951774
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3cc(F)ccc31)CC2,0.2,CHEMBL3904070
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1CCOc3ccccc31)CC2,0.8,CHEMBL3958282
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1CCc3ccccc31)CC2,1.1,CHEMBL3919643
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1COCc3ccccc31)CC2,0.6,CHEMBL3897043
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1COc3ccccc31)CC2,0.3,CHEMBL3936792
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1COc3ccccc3C1)CC2,0.9,CHEMBL3924069
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CC1OCCc3ccccc31)CC2,1.0,CHEMBL3911338
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1ccc(F)cc1)CC2,5.1,CHEMBL3983096
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1cccc(C)n1)CC2,7.3,CHEMBL3946492
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1cccc(F)c1)CC2,2.1,CHEMBL3913257
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccc1F)CC2,1.7,CHEMBL3901887
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1ccccn1)CC2,0.5,CHEMBL3973150
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)CCc1ncccc1OC)CC2,46.1,CHEMBL3950122
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)C[C@@H](C)c1ccccc1)CC2,0.9,CHEMBL3985850
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)Cc1ccccn1)CC2,150.0,CHEMBL3909592
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)NCCc1ccccc1)CC2,18.1,CHEMBL3955016
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)NCc1ccc(F)cc1)CC2,5.3,CHEMBL3937597
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)NCc1cccc(F)c1)CC2,17.5,CHEMBL3909657
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1)CC2,4.7,CHEMBL3951722
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1Cl)CC2,2.0,CHEMBL3891514
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1F)CC2,3.8,CHEMBL3946443
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccc1OC)CC2,2.5,CHEMBL3924017
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)NCc1ccccn1)CC2,9.2,CHEMBL3913026
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCC1CC1)CC2,1.6,CHEMBL3922550
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCC1CCCC1)CC2,5.9,CHEMBL3969657
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCC1CCCCC1)CC2,6.8,CHEMBL3919575
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCCC(C)C)CC2,49.4,CHEMBL3970699
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1cc(Cl)ccc1F)CC2,2.0,CHEMBL3959537
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1cc(F)ccc1F)CC2,2.1,CHEMBL3935539
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccc(F)cc1)CC2,2.3,CHEMBL3981950
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccc(F)cc1F)CC2,3.9,CHEMBL3898843
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1cccc(C)n1)CC2,0.8,CHEMBL3955174
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1cccc(F)c1)CC2,2.7,CHEMBL3944499
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1)CC2,26.0,CHEMBL3966681
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccc1F)CC2,7.7,CHEMBL3973943
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccccn1)CC2,3.7,CHEMBL3978949
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ccnn1C)CC2,3.8,CHEMBL3891491
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1cnccn1)CC2,3.4,CHEMBL3917765
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)OCc1ncc(C)cc1F)CC2,8.0,CHEMBL3912411
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)O[C@@H](C)c1ccccc1)CC2,16.7,CHEMBL3983815
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)O[C@H](C)c1ccccc1)CC2,35.8,CHEMBL3951837
CCOc1cc(CC(=O)O)ccc1-c1ccc(F)c2c1CN(C(=O)[C@@H]1C[C@H]1c1ccccc1)CC2,10.5,CHEMBL3925096
CCOc1cc(S(=O)(=O)n2c(C)c(CC(=O)O)c3cccnc32)ccc1C#N,31.0,CHEMBL557662
CCOc1ccc(-c2ccc(-c3cc(CC(=O)[O-])ccc3OC)c(CN(CC)C(=O)C3CC3)c2)cn1.[Na+],5.5,CHEMBL1668898
CCOc1ccc(C(C)=O)cc1CSc1nc2cc(F)ccc2n1CC(=O)O,4.5,CHEMBL2048194
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1ccccn1)CC2,3.8,CHEMBL3934340
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1ccn(C)n1)CC2,30.4,CHEMBL3922214
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)/C=C/c1cnn(C)c1)CC2,5.8,CHEMBL3920822
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C(C)Cc1ccccc1)CC2,57.05,CHEMBL3892411
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C(C)Cc1ccccn1)CC2,3.1,CHEMBL3937520
CCOc1ccc(CC(=O)O)cc1-c1ccc(F)c2c1CN(C(=O)C1CC1c1ccccn1)CC2,0.6,CHEMBL3983954
